,CUSTNO,GENDER,AGE,가공_avg,가구/인테_avg,일상_avg,스포츠_avg,패션잡화_avg,교육/문화_avg,기타_avg,가전_avg,의류_avg,신선_avg,의약품_avg,사치품_avg,avg_grade,food_grade,fun_grade,etc_grade,fresh_grade,fashion_grade,necce_grade,sport_grade,stuff_grade,digital_grade,edu_grade,high_grade,medi_grade,fre_grade,R_grade,target_grade
7781,7784,0.0,4.0,2.0,3.0,8.0,5.0,4.0,2.0,0.0,5.0,5.0,4.0,0.0,0.0,3.0,5.0,5.0,0.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,5.0,5.0,1.0
7782,7785,0.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,5.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0
7783,7786,1.0,4.0,4.0,5.0,7.0,5.0,4.0,0.0,0.0,8.0,5.0,7.0,0.0,4.0,2.0,3.0,5.0,0.0,3.0,6.0,3.0,3.0,5.0,3.0,4.0,5.0,0.0,2.0,4.0,0.0
7784,7787,1.0,4.0,4.0,1.0,7.0,9.0,2.0,2.0,0.0,8.0,5.0,7.0,0.0,4.0,2.0,2.0,5.0,0.0,6.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0
7785,7788,1.0,4.0,3.0,5.0,1.0,1.0,4.0,7.0,5.0,0.0,4.0,4.0,2.0,4.0,3.0,5.0,6.0,3.0,2.0,6.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,2.0,5.0,0.0
7786,7789,1.0,4.0,2.0,7.0,5.0,5.0,1.0,4.0,0.0,5.0,5.0,3.0,1.0,6.0,3.0,6.0,6.0,0.0,5.0,6.0,6.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0
7787,7790,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,5.0,4.0,4.0,5.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0
7788,7791,1.0,4.0,4.0,5.0,7.0,5.0,3.0,5.0,0.0,8.0,5.0,7.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,2.0,3.0,3.0,6.0,3.0,3.0,6.0,0.0,2.0,4.0,1.0
7789,7792,1.0,4.0,3.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,1.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,5.0,4.0,0.0,5.0,4.0,1.0
7790,7793,1.0,4.0,1.0,2.0,1.0,0.0,2.0,5.0,5.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,0.0,3.0,4.0,4.0,2.0,4.0,0.0
7791,7794,1.0,4.0,1.0,1.0,4.0,3.0,1.0,5.0,0.0,1.0,1.0,4.0,3.0,0.0,5.0,1.0,1.0,0.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0
7792,7795,1.0,4.0,4.0,2.0,6.0,5.0,1.0,7.0,2.0,3.0,5.0,7.0,0.0,6.0,2.0,6.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,2.0,0.0,1.0,4.0,1.0
7793,7796,1.0,4.0,1.0,7.0,5.0,5.0,4.0,6.0,1.0,7.0,5.0,1.0,1.0,2.0,2.0,5.0,6.0,1.0,4.0,6.0,2.0,5.0,6.0,2.0,3.0,5.0,2.0,6.0,5.0,0.0
7794,7797,1.0,4.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,5.0,0.0,4.0,4.0,1.0,2.0,5.0,5.0,1.0,5.0,0.0,3.0,2.0,5.0,0.0
7795,7798,0.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0
7796,7799,0.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,4.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,2.0,5.0,0.0,2.0,4.0,1.0
7797,7800,0.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,4.0,3.0,0.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,5.0,4.0,5.0,1.0
7798,7801,0.0,4.0,7.0,3.0,8.0,6.0,5.0,2.0,5.0,3.0,5.0,7.0,0.0,8.0,3.0,3.0,2.0,6.0,6.0,6.0,3.0,3.0,6.0,2.0,3.0,5.0,0.0,5.0,5.0,1.0
7799,7802,1.0,4.0,2.0,4.0,1.0,6.0,6.0,7.0,0.0,0.0,5.0,4.0,0.0,6.0,2.0,3.0,5.0,0.0,6.0,2.0,2.0,3.0,3.0,0.0,6.0,5.0,0.0,5.0,4.0,0.0
7800,7803,1.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,0.0
7801,7804,1.0,4.0,4.0,5.0,6.0,5.0,2.0,5.0,0.0,3.0,5.0,6.0,0.0,4.0,1.0,6.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,0.0,2.0,4.0,0.0
7802,7805,1.0,4.0,1.0,1.0,2.0,1.0,2.0,7.0,4.0,0.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,5.0,0.0,2.0,5.0,6.0,2.0,5.0,1.0
7803,7806,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,5.0,0.0,5.0,0.0,5.0,6.0,5.0,1.0
7804,7807,1.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0
7805,7808,1.0,4.0,1.0,1.0,4.0,0.0,1.0,1.0,6.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,4.0,6.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,0.0,3.0,1.0,5.0,0.0
7806,7809,1.0,4.0,1.0,0.0,3.0,5.0,1.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0
7807,7810,1.0,4.0,1.0,0.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,6.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,3.0,5.0,0.0
7808,7811,1.0,4.0,1.0,7.0,5.0,5.0,4.0,4.0,6.0,8.0,5.0,4.0,1.0,4.0,2.0,2.0,3.0,6.0,5.0,2.0,2.0,6.0,6.0,2.0,6.0,5.0,1.0,3.0,4.0,1.0
7809,7812,1.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
7810,7813,1.0,4.0,4.0,0.0,8.0,5.0,3.0,4.0,0.0,5.0,5.0,7.0,0.0,4.0,3.0,6.0,0.0,0.0,2.0,6.0,6.0,3.0,5.0,6.0,3.0,2.0,0.0,5.0,4.0,0.0
7811,7814,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,2.0,0.0,2.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,0.0,5.0,0.0,6.0,4.0,3.0,0.0
7812,7815,1.0,4.0,4.0,0.0,5.0,5.0,3.0,0.0,1.0,5.0,4.0,7.0,1.0,3.0,4.0,2.0,0.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0
7813,7816,1.0,4.0,3.0,1.0,8.0,6.0,2.0,3.0,1.0,5.0,5.0,5.0,0.0,6.0,3.0,6.0,2.0,1.0,5.0,3.0,6.0,3.0,2.0,2.0,5.0,6.0,0.0,5.0,4.0,1.0
7814,7817,0.0,4.0,1.0,1.0,4.0,5.0,0.0,2.0,0.0,3.0,2.0,3.0,4.0,0.0,2.0,5.0,3.0,0.0,6.0,1.0,5.0,2.0,5.0,5.0,2.0,0.0,6.0,2.0,4.0,1.0
7815,7818,1.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0
7816,7819,1.0,4.0,2.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0
7817,7820,1.0,4.0,4.0,0.0,7.0,6.0,4.0,3.0,1.0,5.0,5.0,7.0,0.0,2.0,5.0,6.0,0.0,1.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,2.0,0.0,1.0,5.0,1.0
7818,7821,1.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,2.0,3.0,5.0,5.0,0.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,0.0,6.0,4.0,1.0
7819,7822,1.0,4.0,4.0,5.0,7.0,3.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,2.0,1.0,2.0,5.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0
7820,7823,1.0,4.0,4.0,4.0,8.0,6.0,5.0,3.0,2.0,0.0,5.0,7.0,1.0,6.0,3.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,5.0,0.0,6.0,5.0,5.0,4.0,4.0,1.0
7821,7824,1.0,4.0,1.0,7.0,3.0,4.0,4.0,3.0,6.0,8.0,4.0,4.0,0.0,4.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,5.0,3.0,2.0,6.0,5.0,5.0,6.0,4.0,0.0
7822,7825,1.0,4.0,4.0,7.0,7.0,5.0,4.0,7.0,3.0,8.0,5.0,4.0,1.0,7.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,6.0,5.0,6.0,6.0,1.0,2.0,4.0,0.0
7823,7826,0.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,5.0,5.0,2.0,1.0,2.0,0.0,0.0,6.0,5.0,1.0
7824,7827,0.0,4.0,1.0,0.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,0.0
7825,7828,0.0,4.0,1.0,2.0,2.0,1.0,2.0,7.0,4.0,0.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,4.0,1.0
7826,7829,1.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,0.0,3.0,5.0,7.0,0.0,2.0,2.0,5.0,5.0,0.0,6.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,2.0,5.0,1.0
7827,7830,1.0,4.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0
7828,7831,1.0,4.0,4.0,5.0,6.0,5.0,1.0,5.0,0.0,3.0,5.0,7.0,0.0,2.0,3.0,3.0,6.0,0.0,5.0,3.0,3.0,5.0,6.0,3.0,5.0,2.0,0.0,2.0,4.0,1.0
7829,7832,0.0,4.0,4.0,4.0,8.0,5.0,5.0,7.0,3.0,5.0,5.0,7.0,0.0,9.0,3.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,0.0,2.0,4.0,1.0
7830,7833,1.0,4.0,4.0,8.0,4.0,5.0,4.0,7.0,0.0,0.0,5.0,7.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,3.0,2.0,5.0,3.0,0.0,6.0,2.0,0.0,5.0,4.0,1.0
7831,7834,1.0,4.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,5.0,1.0,3.0,2.0,5.0,2.0,0.0,3.0,6.0,5.0,1.0
7832,7835,0.0,4.0,1.0,7.0,3.0,5.0,4.0,7.0,1.0,3.0,5.0,4.0,0.0,6.0,6.0,2.0,3.0,1.0,5.0,5.0,2.0,6.0,5.0,2.0,6.0,6.0,0.0,2.0,4.0,1.0
7833,7836,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,0.0,5.0,0.0,5.0,1.0,5.0,1.0
7834,7837,1.0,4.0,3.0,3.0,5.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,0.0,6.0,3.0,3.0,3.0,6.0,2.0,6.0,3.0,3.0,6.0,2.0,6.0,3.0,0.0,5.0,4.0,0.0
7835,7838,1.0,4.0,1.0,0.0,4.0,5.0,2.0,4.0,0.0,0.0,5.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,4.0,5.0,5.0,0.0,6.0,0.0,6.0,5.0,4.0,1.0
7836,7839,1.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,7.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,4.0,1.0,4.0,5.0,1.0,0.0,5.0,3.0,5.0,0.0
7837,7840,0.0,4.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,6.0,0.0,2.0,5.0,4.0,1.0
7839,7842,1.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0,0.0,1.0,3.0,6.0,5.0,6.0,6.0,5.0,2.0,5.0,6.0,1.0,3.0,1.0,0.0,3.0,4.0,0.0
7840,7843,1.0,4.0,3.0,0.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,1.0,2.0,0.0,4.0,4.0,4.0,1.0
7841,7844,1.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,6.0,6.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0
7842,7845,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,5.0,0.0,4.0,4.0,4.0,1.0
7843,7846,1.0,4.0,4.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,4.0,1.0,5.0,4.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0
7844,7847,0.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,0.0,0.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,0.0,6.0,6.0,5.0,1.0,4.0,0.0,2.0,5.0,6.0,1.0,4.0,0.0
7845,7848,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0
7846,7849,1.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,1.0,5.0,0.0,2.0,0.0,5.0,4.0,4.0,1.0
7847,7850,1.0,3.0,4.0,4.0,6.0,5.0,4.0,5.0,0.0,3.0,5.0,7.0,0.0,4.0,2.0,5.0,5.0,0.0,6.0,3.0,6.0,6.0,5.0,3.0,3.0,6.0,0.0,6.0,5.0,0.0
7848,7851,1.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,6.0,0.0,2.0,2.0,3.0,3.0,6.0,6.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,0.0,3.0,4.0,0.0
7849,7852,1.0,3.0,4.0,0.0,7.0,6.0,5.0,3.0,0.0,5.0,5.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,3.0,6.0,3.0,5.0,2.0,0.0,0.0,2.0,5.0,0.0
7850,7853,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,5.0,5.0,1.0
7851,7854,1.0,3.0,1.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,5.0,2.0,1.0,4.0,0.0,5.0,0.0,5.0,1.0,5.0,1.0
7852,7855,1.0,3.0,4.0,3.0,8.0,3.0,2.0,5.0,1.0,3.0,5.0,7.0,0.0,0.0,2.0,3.0,1.0,1.0,6.0,3.0,6.0,5.0,6.0,3.0,5.0,0.0,0.0,5.0,4.0,1.0
7853,7856,0.0,3.0,2.0,2.0,4.0,5.0,2.0,7.0,3.0,8.0,5.0,5.0,1.0,6.0,2.0,3.0,5.0,6.0,5.0,5.0,5.0,2.0,5.0,2.0,6.0,4.0,5.0,5.0,4.0,0.0
7854,7857,1.0,3.0,6.0,7.0,4.0,3.0,5.0,1.0,0.0,5.0,5.0,7.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0,6.0,5.0,0.0
7855,7858,1.0,3.0,4.0,5.0,8.0,5.0,2.0,6.0,0.0,3.0,5.0,7.0,0.0,6.0,3.0,6.0,5.0,0.0,3.0,3.0,6.0,3.0,2.0,3.0,6.0,3.0,0.0,1.0,5.0,0.0
7856,7859,1.0,3.0,4.0,5.0,8.0,3.0,4.0,5.0,0.0,8.0,5.0,7.0,0.0,6.0,3.0,6.0,3.0,0.0,3.0,6.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0,2.0,4.0,0.0
7857,7860,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,5.0,5.0,0.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,1.0,5.0,0.0,3.0,5.0,0.0,3.0,4.0,0.0
7858,7861,1.0,3.0,3.0,3.0,7.0,6.0,5.0,6.0,1.0,5.0,5.0,7.0,0.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,6.0,6.0,6.0,3.0,3.0,0.0,6.0,4.0,0.0
7859,7862,1.0,3.0,3.0,8.0,8.0,5.0,6.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,6.0,3.0,0.0,6.0,3.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0
7860,7863,1.0,3.0,1.0,0.0,4.0,5.0,7.0,3.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,5.0,5.0,2.0,3.0,0.0,5.0,2.0,0.0,5.0,4.0,1.0
7861,7864,1.0,3.0,4.0,4.0,4.0,5.0,4.0,6.0,0.0,3.0,5.0,5.0,1.0,0.0,2.0,3.0,4.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,2.0,4.0,0.0
7862,7865,1.0,3.0,3.0,7.0,4.0,5.0,1.0,7.0,3.0,3.0,5.0,5.0,1.0,0.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,0.0,5.0,1.0,4.0,0.0
7863,7866,1.0,3.0,4.0,8.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,7.0,0.0,0.0,3.0,3.0,6.0,2.0,3.0,6.0,3.0,6.0,3.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0
7864,7867,0.0,3.0,1.0,1.0,5.0,2.0,1.0,7.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,3.0,5.0,0.0
7865,7868,1.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0,0.0,3.0,5.0,7.0,0.0,2.0,2.0,5.0,3.0,0.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0
7866,7869,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,4.0,4.0,0.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,6.0,2.0,4.0,0.0
7867,7870,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,1.0,0.0,5.0,2.0,5.0,2.0,5.0,0.0
7868,7871,1.0,3.0,4.0,7.0,4.0,3.0,2.0,6.0,0.0,5.0,5.0,7.0,0.0,6.0,5.0,2.0,3.0,0.0,5.0,5.0,5.0,2.0,1.0,6.0,6.0,1.0,0.0,2.0,4.0,1.0
7869,7872,1.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,1.0,0.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,5.0,3.0,2.0,0.0,5.0,5.0,4.0,6.0,5.0,0.0
7870,7873,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,5.0,7.0,0.0,6.0,2.0,6.0,6.0,0.0,6.0,3.0,6.0,5.0,3.0,2.0,5.0,2.0,0.0,2.0,3.0,0.0
7871,7874,1.0,3.0,4.0,0.0,4.0,5.0,1.0,4.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,0.0,0.0,5.0,4.0,1.0
7872,7875,1.0,3.0,4.0,0.0,8.0,5.0,2.0,1.0,0.0,3.0,5.0,7.0,0.0,6.0,6.0,5.0,0.0,0.0,3.0,2.0,6.0,2.0,5.0,1.0,5.0,6.0,4.0,2.0,4.0,0.0
7873,7876,1.0,3.0,2.0,3.0,7.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,6.0,3.0,3.0,2.0,5.0,3.0,6.0,3.0,3.0,6.0,1.0,3.0,3.0,6.0,5.0,5.0,1.0
7874,7877,1.0,3.0,2.0,7.0,5.0,5.0,4.0,1.0,0.0,8.0,5.0,6.0,0.0,6.0,6.0,2.0,6.0,0.0,6.0,3.0,3.0,3.0,5.0,6.0,3.0,6.0,0.0,2.0,4.0,1.0
7875,7878,1.0,3.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,6.0,5.0,0.0
7876,7879,0.0,3.0,3.0,6.0,1.0,8.0,2.0,5.0,5.0,5.0,4.0,4.0,0.0,4.0,5.0,2.0,6.0,6.0,2.0,6.0,2.0,6.0,5.0,3.0,5.0,6.0,4.0,6.0,5.0,1.0
7877,7880,1.0,3.0,1.0,5.0,3.0,5.0,4.0,4.0,0.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,4.0,1.0
7878,7881,1.0,3.0,2.0,6.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,6.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,6.0,5.0,5.0,1.0
7879,7882,1.0,3.0,4.0,4.0,8.0,3.0,4.0,4.0,0.0,5.0,5.0,7.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,6.0,2.0,6.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0
7880,7883,1.0,3.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,4.0,0.0
7881,7884,0.0,3.0,4.0,5.0,6.0,5.0,4.0,6.0,1.0,8.0,5.0,6.0,0.0,0.0,3.0,6.0,2.0,4.0,6.0,2.0,3.0,3.0,3.0,6.0,6.0,0.0,0.0,3.0,4.0,0.0
7882,7885,1.0,3.0,4.0,2.0,2.0,6.0,1.0,3.0,2.0,2.0,4.0,5.0,0.0,2.0,2.0,5.0,5.0,4.0,2.0,5.0,2.0,3.0,5.0,2.0,5.0,4.0,0.0,5.0,4.0,1.0
7883,7886,1.0,3.0,4.0,7.0,5.0,5.0,2.0,7.0,0.0,5.0,5.0,7.0,1.0,4.0,2.0,5.0,2.0,0.0,3.0,5.0,5.0,5.0,5.0,3.0,6.0,2.0,4.0,3.0,4.0,1.0
7884,7887,1.0,3.0,4.0,0.0,4.0,5.0,3.0,4.0,0.0,0.0,5.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,2.0,2.0,5.0,5.0,0.0,6.0,0.0,0.0,2.0,5.0,0.0
7885,7888,1.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,0.0,5.0,5.0,6.0,0.0,6.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,3.0,3.0,6.0,5.0,2.0,4.0,6.0,5.0,0.0
7886,7889,1.0,3.0,3.0,0.0,4.0,2.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,5.0,5.0,2.0,6.0,2.0,6.0,5.0,3.0,6.0,5.0,1.0
7887,7890,1.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,4.0,5.0,1.0,0.0,4.0,5.0,5.0,1.0
7888,7891,1.0,3.0,4.0,8.0,8.0,5.0,4.0,7.0,0.0,3.0,5.0,7.0,0.0,0.0,6.0,5.0,6.0,0.0,6.0,6.0,6.0,5.0,6.0,2.0,6.0,0.0,0.0,2.0,4.0,1.0
7889,7892,1.0,3.0,4.0,8.0,1.0,3.0,2.0,6.0,3.0,0.0,5.0,7.0,0.0,4.0,5.0,5.0,6.0,1.0,6.0,2.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,6.0,5.0,1.0
7890,7893,1.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,1.0
